Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,,
2024-12-20 06:45:00+00:00,21019.0,21019.0,21019.25,21017.0,21017.0,7
2024-12-20 06:50:00+00:00,21014.5,21014.5,21014.75,21014.5,21014.75,5
2024-12-20 06:55:00+00:00,21022.0,21022.0,21022.0,21022.0,21022.0,2
2024-12-20 07:00:00+00:00,21025.25,21025.25,21032.75,21025.25,21027.25,75
2024-12-20 07:05:00+00:00,21025.25,21025.25,21026.0,21019.5,21019.5,56
2024-12-20 07:10:00+00:00,21026.75,21026.75,21028.0,21022.75,21024.75,44
2024-12-20 07:15:00+00:00,20996.75,20996.75,21024.25,20994.25,21024.25,21
2024-12-20 07:20:00+00:00,21021.0,21021.0,21025.25,21004.75,21004.75,32
2024-12-20 07:25:00+00:00,21015.25,21015.25,21019.25,21013.5,21019.25,9
2024-12-20 07:30:00+00:00,21011.75,21011.75,21020.75,21010.0,21011.75,35
2024-12-20 07:35:00+00:00,21010.75,21010.75,21010.75,21007.25,21007.25,4
2024-12-20 07:40:00+00:00,21029.25,21029.25,21029.25,21011.5,21011.5,11
2024-12-20 07:45:00+00:00,21015.75,21015.75,21030.5,21015.75,21027.75,19
2024-12-20 07:50:00+00:00,21007.0,21007.0,21007.0,21001.0,21001.0,9
2024-12-20 07:55:00+00:00,21015.75,21015.75,21016.25,21002.75,21004.75,54
2024-12-20 08:00:00+00:00,21020.5,21020.5,21020.5,21010.5,21014.25,21
2024-12-20 08:05:00+00:00,21001.75,21001.75,21004.0,20998.0,20998.0,13
